ID,command,encrypted_cmd
6477,{'axes': {'0': 0.999969482421875, '1': 0.1337890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},6fb1ea44b7398891e9c211bf398a95adf0981a2362e7beb560a298d89e8bafa0d5b8fd3dc806e06caa563b2dc8
6481,{'axes': {'0': 0.999969482421875, '1': 0.1337890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},6fb1ea44b7398891e9c211bf398a95adf0981a2362e7beb560a298d89e8bafa0d5b8fd3dc806e06caa563b2dc8
6485,{'axes': {'0': 0.999969482421875, '1': 0.1337890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0}},6fb1ea44b7398891e9c211bf398a95adf0981a2362e7beb560a298d89e8bafa0d5b8fd3dc806e06caa563b2dc8
6489,{'axes': {'0': 0.999969482421875, '1': 0.1337890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d41c62399f2c14983dbb97e9023e18c4c677cf67dfeea4cb2905dfd74234ad6626ae5f9e06b50dc7cb7107897
6489,{'axes': {'0': 0.999969482421875, '1': 0.1337890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7d41c62399f2c14983dbb97e9023e18c4c677cf67dfeea4cb2905dfd74234ad6626ae5f9e06b50dc7cb7107897
6493,{'axes': {'0': 0.999969482421875, '1': 0.071258544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eb4346df94e7678e6cb49fb124e01e6fa05438014973f68a7be64dfb157049c498546eec8aa4fa961d57c0846e
6493,{'axes': {'0': 0.999969482421875, '1': 0.071258544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},eb4346df94e7678e6cb49fb124e01e6fa05438014973f68a7be64dfb157049c498546eec8aa4fa961d57c0846e
6497,{'axes': {'0': 0.999969482421875, '1': 0.062347412109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},14ac903f6de23e6ece64c4a97d28f8c84ea6dd0aafd8c83c5fe8974fa8f40f6e91e3cd5afc5b09a4dd25ff558e
6497,{'axes': {'0': 0.999969482421875, '1': 0.062347412109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},14ac903f6de23e6ece64c4a97d28f8c84ea6dd0aafd8c83c5fe8974fa8f40f6e91e3cd5afc5b09a4dd25ff558e
6501,{'axes': {'0': 0.153106689453125, '1': 0.086883544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fa01ae8b0566394ffe880f59270b52347ded0c548cde96d6190828dd6ca062f30f21595051b5842c37228ea7fc
6501,{'axes': {'0': 0.153106689453125, '1': 0.086883544921875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fa01ae8b0566394ffe880f59270b52347ded0c548cde96d6190828dd6ca062f30f21595051b5842c37228ea7fc
6505,{'axes': {'0': -1.0, '1': -0.228973388671875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3f63ad7cf31ee927ab2b707b4db15363fd0cd7857bd85c3581fc850642991eca3dc8a72fc86935911fd2b20a0c
6505,{'axes': {'0': -1.0, '1': -0.228973388671875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3f63ad7cf31ee927ab2b707b4db15363fd0cd7857bd85c3581fc850642991eca3dc8a72fc86935911fd2b20a0c
6509,{'axes': {'0': -1.0, '1': -0.217987060546875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},63ac81f527b17d6fa53c842110b2fc67d5f7e2810bd7b514409b2f2f61fe58a46a60037e96b7e78a5c24cddcfe
6509,{'axes': {'0': -1.0, '1': -0.217987060546875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},63ac81f527b17d6fa53c842110b2fc67d5f7e2810bd7b514409b2f2f61fe58a46a60037e96b7e78a5c24cddcfe
6514,{'axes': {'0': 0.0072021484375, '1': 0.04443359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dc1ba1ae2241007e9dd6edede3276ba55a0be8955a806975f5aa07244323a263e719f86f1353013a43072f26f6
6514,{'axes': {'0': 0.0072021484375, '1': 0.04443359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},dc1ba1ae2241007e9dd6edede3276ba55a0be8955a806975f5aa07244323a263e719f86f1353013a43072f26f6
6518,{'axes': {'0': -1.0, '1': -0.23931884765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8f82981e270956cf779cd15f9b4971b16f677e7fa57e65c158eb7d6e261e5e9795302d88f02f388ccf55af35a3
6518,{'axes': {'0': -1.0, '1': -0.23931884765625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},8f82981e270956cf779cd15f9b4971b16f677e7fa57e65c158eb7d6e261e5e9795302d88f02f388ccf55af35a3
6522,{'axes': {'0': -1.0, '1': -0.233154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},beb8c5b1961005cfc654b4872085e0283155b396b88db305d1ecc6722b0f9edd67b7ed891141a9714b197b4953
6522,{'axes': {'0': -1.0, '1': -0.233154296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},beb8c5b1961005cfc654b4872085e0283155b396b88db305d1ecc6722b0f9edd67b7ed891141a9714b197b4953
6526,{'axes': {'0': -0.18133544921875, '1': 0.0302734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f212713a38323e62dc9ba8f067b1e1fa073e26a5fc0df3ace17b895875546310648cb2474ee778b1c0580a47a
6526,{'axes': {'0': -0.18133544921875, '1': 0.0302734375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},0f212713a38323e62dc9ba8f067b1e1fa073e26a5fc0df3ace17b895875546310648cb2474ee778b1c0580a47a
6531,{'axes': {'0': -1.0, '1': -0.0198974609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ba8dec38d459ffe9412c23365180e3649f98f3518123fe8f52c36771550ac299574b622893968599d580cfa9f0
6531,{'axes': {'0': -1.0, '1': -0.0198974609375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},ba8dec38d459ffe9412c23365180e3649f98f3518123fe8f52c36771550ac299574b622893968599d580cfa9f0
6535,{'axes': {'0': -1.0, '1': -0.0699462890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f90468a3c4f0b4e991152029a705f53e3f54d170cddb8344d1c588864bf76f92ce86531d555bdff5beecb5d599
6535,{'axes': {'0': -1.0, '1': -0.0699462890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},f90468a3c4f0b4e991152029a705f53e3f54d170cddb8344d1c588864bf76f92ce86531d555bdff5beecb5d599
6539,{'axes': {'0': 0.02728271484375, '1': 0.0570068359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3aed5523f60d35b2053fdac0d7289ef1587b4b75db0c8e861195db871a05fd9e2c84c35e62e7eabd6d328352ec
6539,{'axes': {'0': 0.02728271484375, '1': 0.0570068359375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},3aed5523f60d35b2053fdac0d7289ef1587b4b75db0c8e861195db871a05fd9e2c84c35e62e7eabd6d328352ec
6543,{'axes': {'0': -1.0, '1': -0.0452880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b1c0c5091dcb063722ac36377f4d948c066d374d232ade1e2909e8ed5774cea86f291d95b2b63a270164f8dc58
6543,{'axes': {'0': -1.0, '1': -0.0452880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b1c0c5091dcb063722ac36377f4d948c066d374d232ade1e2909e8ed5774cea86f291d95b2b63a270164f8dc58
6547,{'axes': {'0': 0.07763671875, '1': 0.048675537109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},745503c23e1a997531a78064597348181f7b581c008e25ed22040a70ead66ff4c589feea71ef3325423ff00127
6547,{'axes': {'0': 0.07763671875, '1': 0.048675537109375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},745503c23e1a997531a78064597348181f7b581c008e25ed22040a70ead66ff4c589feea71ef3325423ff00127
6551,{'axes': {'0': 0.0714111328125, '1': 0.05218505859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},530940584d7a7ad8a602063f91cbccdd60a3aec6953c8229e32e16716ca4bf4a5dce70cd4f0d63d3f79c5c491d
6551,{'axes': {'0': 0.0714111328125, '1': 0.05218505859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},530940584d7a7ad8a602063f91cbccdd60a3aec6953c8229e32e16716ca4bf4a5dce70cd4f0d63d3f79c5c491d
6555,{'axes': {'0': 0.0203857421875, '1': 0.054931640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b9f80dcacfb4a35d9e742533c1c9407c2669e53cbcfb5a441b9f3e0f51a521d78760eab31a13788a99ceecb387
6555,{'axes': {'0': 0.0203857421875, '1': 0.054931640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},b9f80dcacfb4a35d9e742533c1c9407c2669e53cbcfb5a441b9f3e0f51a521d78760eab31a13788a99ceecb387
6559,{'axes': {'0': -0.249847412109375, '1': 0.054931640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e789ffdb4bba39dd5347af8221e9d24764c4404c7b92819f304c435e46a81911b79f926a94028e8e534df5eb1e
6559,{'axes': {'0': -0.249847412109375, '1': 0.054931640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},e789ffdb4bba39dd5347af8221e9d24764c4404c7b92819f304c435e46a81911b79f926a94028e8e534df5eb1e
6564,{'axes': {'0': 0.07525634765625, '1': 0.057708740234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2afe9f2e0dd056b0c09492b8fec847c13f77e554f0f34d6f40bde48e8e348875f37a22ae1acc7ae600f74edf02
6564,{'axes': {'0': 0.07525634765625, '1': 0.057708740234375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},2afe9f2e0dd056b0c09492b8fec847c13f77e554f0f34d6f40bde48e8e348875f37a22ae1acc7ae600f74edf02
6568,{'axes': {'0': -0.901031494140625, '1': 0.021148681640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93528031b1410756b07657b110387ca5f191dd387ee9cfc536c62c60ebb8c40cfdbc50fa3b4d76634034d43d60
6568,{'axes': {'0': -0.901031494140625, '1': 0.021148681640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},93528031b1410756b07657b110387ca5f191dd387ee9cfc536c62c60ebb8c40cfdbc50fa3b4d76634034d43d60
6572,{'axes': {'0': -0.028961181640625, '1': 0.03961181640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},979861e3aa8906b8b483fb813958c92c86c22460133b6b5633abb18c6659711461388cce430a9204269a481736
6572,{'axes': {'0': -0.028961181640625, '1': 0.03961181640625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},979861e3aa8906b8b483fb813958c92c86c22460133b6b5633abb18c6659711461388cce430a9204269a481736
6576,{'axes': {'0': 0.0791015625, '1': 0.049835205078125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1aa9c7e153bb9d0340a1b32ff2123d4f183777185d5ede3845c13f9eadbce3a39339c6c8000387eec1f1d166b1
6576,{'axes': {'0': 0.0791015625, '1': 0.049835205078125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1aa9c7e153bb9d0340a1b32ff2123d4f183777185d5ede3845c13f9eadbce3a39339c6c8000387eec1f1d166b1
6580,{'axes': {'0': -1.0, '1': -0.04803466796875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ba99870c39613290601efc3c02693fae41aee14ca7d29efe457f9617f3b7aab6a8ca387491eb3d2afc2362645
6580,{'axes': {'0': -1.0, '1': -0.04803466796875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},1ba99870c39613290601efc3c02693fae41aee14ca7d29efe457f9617f3b7aab6a8ca387491eb3d2afc2362645
6584,{'axes': {'0': 0.072784423828125, '1': 0.042999267578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},949b2f039ccd4fa1274e3504d6dab77c14311cb837d1f899c12e92628e7eeb7783e3dac2a2854521a69db30e49
6584,{'axes': {'0': 0.072784423828125, '1': 0.042999267578125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},949b2f039ccd4fa1274e3504d6dab77c14311cb837d1f899c12e92628e7eeb7783e3dac2a2854521a69db30e49
6588,{'axes': {'0': 0.07000732421875, '1': 0.053436279296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},98af1d6012452bbaf97c1b2f145a22d27c79b3d3286137b5210598a5ba28567d4debfee012bc26fda4e9064ea2
6588,{'axes': {'0': 0.07000732421875, '1': 0.053436279296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},98af1d6012452bbaf97c1b2f145a22d27c79b3d3286137b5210598a5ba28567d4debfee012bc26fda4e9064ea2
6592,{'axes': {'0': 0.04864501953125, '1': 0.053436279296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},326938e02026b1aab446aa8da908630b23ce90c8d01b379d70fb53025f3a66fbec5113d0266e1539e8ed550483
6592,{'axes': {'0': 0.04864501953125, '1': 0.053436279296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},326938e02026b1aab446aa8da908630b23ce90c8d01b379d70fb53025f3a66fbec5113d0266e1539e8ed550483
6596,{'axes': {'0': 0.04864501953125, '1': 0.053436279296875, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},326938e02026b1aab446aa8da908630b23ce90c8d01b379d70fb53025f3a66fbec5113d0266e1539e8ed550483
6601,{'axes': {'0': -0.576690673828125, '1': 0.038848876953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fec732b568dfb1201136197d48f0c9aae6e26c1df3267e06482f73b1cfa2e2fefaa4b929ba0f85a10bf456c2ca
6601,{'axes': {'0': -0.576690673828125, '1': 0.038848876953125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},fec732b568dfb1201136197d48f0c9aae6e26c1df3267e06482f73b1cfa2e2fefaa4b929ba0f85a10bf456c2ca
6605,{'axes': {'0': -0.0740966796875, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3ca7039a69fd74adcd9a408c45a78101b9762dd0fd670959768827a32fecc3da92b09c723a418539676c3bb18
6605,{'axes': {'0': -0.0740966796875, '1': 0.04827880859375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c3ca7039a69fd74adcd9a408c45a78101b9762dd0fd670959768827a32fecc3da92b09c723a418539676c3bb18
6609,{'axes': {'0': 0.036376953125, '1': 0.058837890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c09ac3532f3b47a6e05ccefe65649a646e432ff4e8c4004cb6d53585eac765f657dfe4fb20b3544e8e01ae9ff5
6609,{'axes': {'0': 0.036376953125, '1': 0.058837890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c09ac3532f3b47a6e05ccefe65649a646e432ff4e8c4004cb6d53585eac765f657dfe4fb20b3544e8e01ae9ff5
6613,{'axes': {'0': 0.036376953125, '1': 0.058837890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c09ac3532f3b47a6e05ccefe65649a646e432ff4e8c4004cb6d53585eac765f657dfe4fb20b3544e8e01ae9ff5
6616,{'axes': {'0': 0.036376953125, '1': 0.058837890625, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},c09ac3532f3b47a6e05ccefe65649a646e432ff4e8c4004cb6d53585eac765f657dfe4fb20b3544e8e01ae9ff5
6620,{'axes': {'0': 0.069244384765625, '1': 0.034423828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a42400ef9f3919b417c03fae414e96a1a31f1bbabd73f46099dfaafe45a08b76ae2759e532301ee930543d8dbe
6620,{'axes': {'0': 0.069244384765625, '1': 0.034423828125, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},a42400ef9f3919b417c03fae414e96a1a31f1bbabd73f46099dfaafe45a08b76ae2759e532301ee930543d8dbe
6624,{'axes': {'0': 0.16522216796875, '1': -0.036712646484375, '2': -1.0, '3': 0.06011962890625, '4': 0.0284423828125, '5': -1.0}, 'buttons': {'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0}},7811a1a53ea163f3d94164c4c775137b52418eb8a4649028bff677dc002fc13a8f6eb123b89d0dcbe76611c8a0
